●16주차 (2019년 04월 15일 ~ 2019년 04월 21일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
122,벤허,1972-09-07,"1,343,000",0.0%,"-1,382,000",-50.7%,"305,757,812",109,-175,-61.6%,"51,470",1,9,미국,미국,(주)팝엔터테인먼트
123,나의 소녀시대,2016-05-12,"887,000",0.0%,"-10,500",-1.2%,"3,322,685,750",104,0,0.0%,"410,530",5,18,대만,대만,오드
124,안나 카레니나,2018-06-29,"1,297,500",0.0%,"-3,175,500",-71.0%,"63,191,800",103,-275,-72.8%,"4,571",2,4,한국,한국,(주)비프로
124,마부,,"206,000",0.0%,"206,000",100.0%,"19,209,000",103,103,100.0%,"10,162",1,8,한국,한국,
126,베르나데트의 노래,,"196,000",0.0%,"196,000",100.0%,"7,325,000",98,98,100.0%,"3,365",1,4,미국,미국,
127,예수보다 낯선,2019-04-04,"421,000",0.0%,"-476,600",-53.1%,"5,032,080",96,-38,-28.4%,639,7,35,한국,한국,(주)미로스페이스
128,불한당: 나쁜 놈들의 세상,2017-05-17,"846,000",0.0%,"-1,093,500",-56.4%,"7,704,475,025",94,-137,-59.3%,"957,248",2,8,한국,한국,(주)씨제이이엔엠
129,피아니스트,2002-12-20,"202,000",0.0%,"202,000",100.0%,"35,704,450",92,92,100.0%,"6,338",1,1,프랑스,프랑스,"(주)블룸즈베리리소시스리미티드,(주)엠앤드엔엔터테인먼트"
130,커피와 담배,2006-07-27,"872,000",0.0%,"872,000",100.0%,"68,513,400",88,88,100.0%,"9,566",1,1,미국,미국,"(주)영화사 안다미로,(주)스폰지이엔티"
131,국경의 왕,2019-02-28,"672,000",0.0%,"534,000",387.0%,"12,375,900",84,66,366.7%,"1,815",1,4,한국,한국,"무브먼트,독립영화전용관 인디스페이스"
132,천녀유혼,1987-12-05,"634,300",0.0%,"-298,600",-32.0%,"13,557,700",83,-60,-42.0%,"2,241",2,10,홍콩,홍콩,
132,썬키스 패밀리,2019-03-27,"429,000",0.0%,"-1,834,500",-81.0%,"245,449,900",83,-273,-76.7%,"31,722",3,18,한국,한국,메가박스중앙(주)플러스엠
134,아사코,2019-03-14,"722,200",0.0%,"-443,800",-38.1%,"126,045,619",78,-60,-43.5%,"14,625",2,9,일본,일본,(주)이수C&E
135,마르셀리노,1990-04-07,"154,000",0.0%,"154,000",100.0%,"5,322,000",77,77,100.0%,"2,636",1,8,스페인,"스페인,이탈리아",
135,신데렐라:마법 반지의 비밀,2019-02-20,"494,000",0.0%,"135,000",37.6%,"2,113,561,240",77,24,45.3%,"284,744",3,11,미국,미국,예지림엔터테인먼트
137,알리타: 배틀 엔젤,2019-02-05,"975,000",0.0%,"262,000",36.7%,"18,569,763,667",75,6,8.7%,"1,951,889",1,1,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
137,서부의 사나이,,"150,000",0.0%,"150,000",100.0%,"150,000",75,75,100.0%,75,1,2,미국,미국,
139,베라크루스,1971-02-13,"136,000",0.0%,"-360,000",-72.6%,"21,644,000",68,-180,-72.6%,"10,676",1,8,미국,미국,
140,은술잔,,"134,000",0.0%,"4,000",3.1%,"5,536,000",67,2,3.1%,"2,782",1,3,미국,미국,
141,파도치는 땅,2019-04-04,"397,600",0.0%,"-929,100",-70.0%,"6,428,300",62,-141,-69.5%,833,5,23,한국,한국,아이 엠
142,영웅본색,1987-05-23,"465,000",0.0%,"-334,900",-41.9%,"104,002,900",61,-52,-46.0%,"14,973",2,9,홍콩,홍콩,(유)조이앤시네마
143,그 사람 그 사랑 그 세상,2014-11-20,"120,000",0.0%,"120,000",100.0%,"303,043,000",60,60,100.0%,"42,397",1,4,한국,한국,"THE 픽쳐스,(주)팝엔터테인먼트"
143,마미,2014-12-18,"360,000",0.0%,"360,000",100.0%,"468,546,544",60,60,100.0%,"59,017",1,1,캐나다,"캐나다,프랑스",(주)엣나인필름
143,인스트루먼트 오브 워,,"300,000",0.0%,"300,000",100.0%,"300,000",60,60,100.0%,60,1,1,미국,미국,
146,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,"416,000",0.0%,"-88,500",-17.5%,"4,483,791,140",58,-10,-14.7%,"575,027",2,11,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
147,세인트 메리의 종,,"112,000",0.0%,"-64,000",-36.4%,"4,556,000",56,-27,-32.5%,"1,812",1,3,미국,미국,
148,아메리칸 뷰티,2000-02-26,"266,000",0.0%,"84,000",46.2%,"606,000",54,16,42.1%,124,1,1,미국,미국,
149,아라비아의 로렌스,1998-10-24,"262,000",0.0%,"72,000",37.9%,"23,771,000",53,15,39.5%,"10,400",1,1,영국,영국,
