●12주차 (2019년 03월 18일 ~ 2019년 03월 24일),,,,,,,,,,,,,,,,
순위,영화명,개봉일,매출액,매출액,매출액증감,매출액증감율,누적매출액,관객수,관객수증감,관객수증감율,누적관객수,스크린수,상영횟수,대표국적,국적,배급사
75,빠삐용,2019-02-27,"1,602,500",0.0%,"-2,834,600",-63.9%,"275,212,950",220,-398,-64.4%,"34,564",5,26,미국,미국,(주)드림팩트엔터테인먼트
75,고성의 검호,,"440,000",0.0%,"-2,272,000",-83.8%,"3,152,000",220,"-1,136",-83.8%,"1,576",1,5,미국,미국,
77,선희와 슬기,2019-03-27,"1,962,000",0.0%,"162,000",9.0%,"3,762,000",218,-7,-3.1%,443,1,1,한국,한국,(주)리틀빅픽쳐스
78,브라더 오브 더 이어,2019-03-07,"2,047,800",0.0%,"-2,901,000",-58.6%,"36,216,080",213,-410,-65.8%,"4,121",5,15,태국,태국,(주)영화사오원
79,알제리의 이탈리아 여인,2019-03-17,"4,854,000",0.0%,"2,137,500",78.7%,"7,570,500",207,84,68.3%,330,6,12,독일,독일,(주)케빈앤컴퍼니
80,예수보다 낯선,2019-04-04,"2,010,000",0.0%,"2,010,000",100.0%,"2,010,000",201,201,100.0%,201,1,2,한국,한국,(주)미로스페이스
81,폴 뉴먼의 고독한 관계,,"400,000",0.0%,"400,000",100.0%,"2,477,000",200,200,100.0%,"1,236",1,3,미국,미국,
82,콜드 워,2019-02-07,"1,507,700",0.0%,"-1,452,450",-49.1%,"221,193,373",195,-196,-50.1%,"26,783",5,14,폴란드,폴란드,아이 엠
83,콜레트,2019-03-27,"1,701,000",0.0%,"-6,570,000",-79.4%,"9,972,000",189,-730,-79.4%,"1,108",1,1,영국,"영국,미국,헝가리","(주)넥스트엔터테인먼트월드(NEW),(주)팬엔터테인먼트"
84,국경의 왕,2019-02-28,"1,322,000",0.0%,"421,500",46.8%,"10,392,900",186,45,31.9%,"1,542",7,38,한국,한국,"무브먼트,독립영화전용관 인디스페이스"
85,슈퍼미니 2,2019-02-27,"1,236,600",0.0%,"-14,695,880",-92.2%,"374,307,620",184,"-1,704",-90.3%,"48,846",3,23,프랑스,프랑스,(주)박수엔터테인먼트
86,딸의 친구 3,2019-03-21,"952,000",0.0%,"952,000",100.0%,"952,000",176,176,100.0%,176,20,20,한국,한국,(주)컨텐츠 빌리지
87,SIDOF2019_망치/75미터의 끝에서/유언,,"1,153,000",0.0%,"1,153,000",100.0%,"1,153,000",166,166,100.0%,166,1,1,한국,한국,
87,오늘도 평화로운,2019-04-04,"1,494,000",0.0%,"1,494,000",100.0%,"1,626,000",166,166,100.0%,185,1,1,한국,한국,(주)영화사 그램
89,기사도,,"330,000",0.0%,"5,000",1.5%,"2,375,000",165,5,3.1%,"1,185",1,4,프랑스,프랑스,
90,김군,2019-05-23,"1,102,100",0.0%,"1,102,100",100.0%,"2,706,000",162,162,100.0%,392,1,1,한국,한국,영화사 풀
91,강변호텔,2019-03-27,"1,359,000",0.0%,"1,359,000",100.0%,"1,359,000",151,151,100.0%,151,1,1,한국,한국,"(주)콘텐츠판다,(주)영화제작전원사 ,무브먼트"
91,한강에게,2019-04-04,"1,208,000",0.0%,"1,193,000",7953.3%,"2,704,800",151,148,4933.3%,385,1,1,한국,한국,㈜인디스토리
91,말할 수 없는 비밀,2008-01-10,"1,407,000",0.0%,"1,407,000",100.0%,"1,164,704,150",151,151,100.0%,"164,425",3,6,대만,"대만,홍콩","(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티"
94,옷코는 초등학생 사장님!,2019-02-27,"700,000",0.0%,0,0.0%,"90,918,580",140,0,0.0%,"11,771",1,7,일본,일본,(주)트리플픽쳐스
95,메트로폴리스,,"1,028,000",0.0%,"739,000",255.7%,"1,365,000",139,96,223.3%,192,1,1,독일,독일,
96,포항,2019-02-27,"784,000",0.0%,"-1,539,000",-66.3%,"7,936,400",138,-132,-48.9%,"1,141",2,8,한국,한국,CL2D Film
97,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,"965,480",0.0%,"-385,320",-28.5%,"4,481,139,040",132,-62,-32.0%,"574,628",4,20,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
97,산상수훈,2017-12-07,"1,260,000",0.0%,"-13,000",-1.0%,"392,133,200",132,-3,-2.2%,"52,697",3,4,한국,한국,"이언픽쳐스,(주)그란"
99,SIDOF2019_모스크바 닭도리탕/오늘과 내일/94. 비디오 앨범/핑크페미,,"886,000",0.0%,"886,000",100.0%,"886,000",128,128,100.0%,128,1,1,한국,한국,
99,방문,,"932,800",0.0%,"932,800",100.0%,"988,800",128,128,100.0%,136,1,2,한국,한국,(주)시네마달
101,"동물, 원",2019-09-05,"850,900",0.0%,"850,900",100.0%,"1,348,400",123,123,100.0%,197,1,2,한국,한국,(주)시네마달
102,드래곤볼 슈퍼: 브로리,2019-02-14,"1,320,000",0.0%,"1,163,000",740.8%,"305,497,430",120,102,566.7%,"35,869",1,1,일본,일본,(주)이수C&E
103,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,"1,092,630",0.0%,"1,092,630",100.0%,"351,396,130",119,119,100.0%,"43,837",2,8,일본,일본,(주)박수엔터테인먼트
103,그때 그들 확장판2: 끝나지 않은 유혹,,"977,750",0.0%,"-327,150",-25.1%,"2,282,650",119,-41,-25.6%,279,1,3,프랑스,프랑스,(주)영화사 진진
103,SIDOF2019_밤낮/463 Poem of the lost/우리 아버지께,,"825,000",0.0%,"825,000",100.0%,"825,000",119,119,100.0%,119,1,2,한국,한국,
103,그때 그들 확장판1: 욕망의 부활,,"977,750",0.0%,"-291,150",-22.9%,"2,246,650",119,-39,-24.7%,277,1,3,프랑스,프랑스,(주)영화사 진진
107,봄은 온다,2019-03-14,"837,000",0.0%,"-1,393,500",-62.5%,"3,067,500",118,-142,-54.6%,378,15,43,일본,일본,CGV아트하우스
108,남의 것이 더 좋아,,"230,000",0.0%,"230,000",100.0%,"3,953,000",115,115,100.0%,"1,964",1,8,영국,영국,
109,인생 후르츠,2018-12-06,"1,023,000",0.0%,"-606,400",-37.2%,"537,585,530",112,-92,-45.1%,"69,747",2,14,일본,일본,(주)엣나인필름
110,교회오빠,2019-05-16,"880,000",0.0%,"880,000",100.0%,"880,000",110,110,100.0%,110,1,1,한국,한국,커넥트픽쳐스(주)
111,그린 맨션,,"216,000",0.0%,"216,000",100.0%,"12,302,000",108,108,100.0%,"5,786",1,6,미국,미국,
111,선 위의 세상,,"736,000",0.0%,"736,000",100.0%,"736,000",108,108,100.0%,108,1,2,서독,서독,
113,야만의 땅,,"712,800",0.0%,"712,800",100.0%,"780,300",104,104,100.0%,121,1,1,프랑스,프랑스,
114,아라비아의 로렌스,1998-10-24,"504,000",0.0%,"504,000",100.0%,"23,319,000",101,101,100.0%,"10,309",1,1,영국,영국,
115,보이지 않는 배우들,,"680,800",0.0%,"680,800",100.0%,"680,800",98,98,100.0%,98,1,1,한국,한국,
116,언씬: 할로우맨,2019-04-23,"470,000",0.0%,"230,000",95.8%,"3,785,000",94,46,95.8%,757,1,1,캐나다,캐나다,제인앤유
117,올락의 손,,"648,000",0.0%,"648,000",100.0%,"648,000",93,93,100.0%,93,1,2,독일,독일,
118,도쿄의 밤하늘은 항상 가장 짙은 블루,2019-02-14,"773,000",0.0%,"-1,076,650",-58.2%,"74,098,187",92,-143,-60.9%,"8,651",3,14,일본,일본,(주)디오시네마
118,송곳니 감독판,,"769,000",0.0%,"-592,500",-43.5%,"8,692,800",92,-53,-36.6%,972,2,4,그리스,그리스,(주)컴퍼니엘
120,삼총사,,"180,000",0.0%,"180,000",100.0%,"3,730,000",90,90,100.0%,"1,855",1,4,미국,미국,
120,페드라,1996-11-16,"180,000",0.0%,"180,000",100.0%,"8,802,000",90,90,100.0%,"4,360",1,8,그리스,그리스,
120,만날때는 언제나 타인,,"185,000",0.0%,"-371,000",-66.7%,"3,651,000",90,-188,-67.6%,"1,818",1,12,미국,미국,
123,SIDOF2019_추방자들/편안한 밤/환영의 도시/거대 생명체들의 도시,,"594,000",0.0%,"594,000",100.0%,"594,000",86,86,100.0%,86,1,1,한국,한국,
124,길모퉁이 가게,,"592,500",0.0%,"592,500",100.0%,"1,579,500",85,85,100.0%,227,1,1,한국,한국,
125,정염의 검사,,"168,000",0.0%,"32,000",23.5%,"3,815,000",84,16,23.5%,"1,905",1,7,미국,미국,
126,맨발의 백작부인,,"164,000",0.0%,"96,000",141.2%,"8,358,000",82,48,141.2%,"3,901",1,8,미국,미국,
126,엘리제궁의 요리사,2015-03-19,"820,000",0.0%,"820,000",100.0%,"176,886,500",82,82,100.0%,"23,001",1,1,프랑스,프랑스,판씨네마(주)
128,우리 학교,2007-03-29,"648,000",0.0%,"636,000",5300.0%,"214,274,000",81,77,1925.0%,"34,917",1,1,한국,한국,"(주)영화사 진진,아트플러스시네마네트워크"
128,어둠속의 댄서,2001-02-24,"526,000",0.0%,"-166,000",-24.0%,"10,742,980",81,-40,-33.1%,"1,611",2,6,덴마크,덴마크,영화사 마그나
130,내 모든 것을 다주어도,1977-01-01,"160,000",0.0%,"160,000",100.0%,"1,632,000",80,80,100.0%,816,1,2,미국,미국,
131,마카담 스토리,2015-12-24,"788,000",0.0%,"788,000",100.0%,"71,172,000",79,79,100.0%,"9,021",1,1,프랑스,프랑스,주식회사 씨네룩스
132,SIDOF2019_SFdrome: 주세죽/눈의 마음: 이후/스윗 골든 키위,,"544,000",0.0%,"544,000",100.0%,"544,000",78,78,100.0%,78,1,1,한국,한국,
133,12 하고 24,,"520,000",0.0%,"520,000",100.0%,"765,000",75,75,100.0%,110,1,1,한국,한국,
134,나의 노래: 메아리,,"513,300",0.0%,"513,300",100.0%,"513,300",74,74,100.0%,74,1,1,한국,한국,
135,한국인을 관두는 법,,"493,000",0.0%,"493,000",100.0%,"493,000",71,71,100.0%,71,1,1,한국,한국,
136,알리타: 배틀 엔젤,2019-02-05,"713,000",0.0%,"-4,219,550",-85.5%,"18,568,788,667",69,-521,-88.3%,"1,951,814",1,2,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
137,옆자리 괴물군,,"650,000",0.0%,"650,000",100.0%,"650,000",68,68,100.0%,68,1,1,일본,일본,
138,로그북,,"465,000",0.0%,"465,000",100.0%,"465,000",67,67,100.0%,67,1,1,한국,한국,
138,정상에선 모든 것이 조용하다,,"466,000",0.0%,"466,000",100.0%,"466,000",67,67,100.0%,67,1,1,이탈리아,이탈리아,
140,동양 이미지 - 반달 투어리즘,,"457,000",0.0%,"457,000",100.0%,"457,000",66,66,100.0%,66,1,1,프랑스,"프랑스,이탈리아",
140,SIDOF2019_아빠가 죽으면 나는 어떡하지?/모래,,"453,000",0.0%,"453,000",100.0%,"453,000",66,66,100.0%,66,1,1,한국,한국,
142,공사의 희로애락,,"409,000",0.0%,"409,000",100.0%,"1,167,000",59,59,100.0%,173,1,1,한국,한국,
143,나의 소녀시대,2016-05-12,"528,000",0.0%,"528,000",100.0%,"3,319,866,250",58,58,100.0%,"410,209",2,3,대만,대만,오드
144,야광,,"388,000",0.0%,"303,000",356.5%,"1,021,000",56,39,229.4%,148,1,1,한국,한국,
145,2019 한국영화아카데미 35기 졸업영화제 섹션A,,"137,500",0.0%,"-2,422,500",-94.6%,"2,697,500",55,-585,-91.4%,695,1,2,한국,한국,
146,2019 한국영화아카데미 35기 졸업영화제 섹션B,,"135,000",0.0%,"-2,425,000",-94.7%,"2,695,000",54,-586,-91.6%,694,1,2,한국,한국,
147,"SIDOF2019_부당, 쓰러지지 않는/보이지 않는 아이들/례",,"368,500",0.0%,"368,500",100.0%,"368,500",53,53,100.0%,53,1,1,한국,한국,
148,2019 한국영화아카데미 35기 졸업영화제 섹션C,,"130,000",0.0%,"-2,430,000",-94.9%,"2,690,000",52,-588,-91.9%,692,1,2,한국,한국,
149,리틀보이 12725,,"357,000",0.0%,"352,000",7040.0%,"669,000",51,50,5000.0%,103,1,1,한국,한국,'탁주'조합
149,사수,,"355,000",0.0%,"355,000",100.0%,"2,029,200",51,51,100.0%,328,1,1,한국,한국,
149,콜드 마운틴,2004-02-20,"102,000",0.0%,"102,000",100.0%,"343,819,000",51,51,100.0%,"54,065",1,1,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
149,카멜롯의 전설,1995-07-22,"102,000",0.0%,"102,000",100.0%,"276,000",51,51,100.0%,109,1,1,미국,미국,
153,바울,2018-10-31,"300,000",0.0%,"-203,000",-40.4%,"2,137,291,900",50,-40,-44.4%,"272,364",1,1,미국,미국,(재)CBS
153,성프란체스코,,"100,000",0.0%,"100,000",100.0%,"100,000",50,50,100.0%,50,1,1,,,
153,넬,1995-07-15,"100,000",0.0%,"100,000",100.0%,"100,000",50,50,100.0%,50,1,1,미국,미국,
156,기프실,,"343,000",0.0%,"338,000",6760.0%,"781,000",49,48,4800.0%,116,1,1,한국,한국,
157,기억의 전쟁,2020-02-27,"329,000",0.0%,"329,000",100.0%,"558,000",47,47,100.0%,80,1,1,한국,한국,(주)시네마달
